,highest_education,employment_status,repayment_status,repayment_method_convenience,effectiveness_repayment_method,collection_strategy_effectiveness,interaction_quality_on_repayment,overall_experience_with_loan_process,gender_female,gender_male,marital_status_divorced,marital_status_married,marital_status_single,marital_status_widowed,region_0,region_1,school_0,school_1,school_2,school_3,loan_purpose_0,loan_purpose_1,loan_purpose_2,repayment_info_source_0,repayment_info_source_1,repayment_info_source_2,repayment_info_source_3,repayment_method_0,repayment_method_1,repayment_method_2,over_under_milion_0,over_under_milion_1,discipline_0,discipline_1,discipline_2
663,3,2,0,0,0,2,2,1,0.012313770856913034,1.0,0.014474642109832295,0.9221260875808117,0.9289262415681029,0.011610546395458955,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,946 Karen Passage,Suite 694
664,3,0,1,0,2,2,2,1,1.0,0.0,0.013626337235303257,0.0,0.0,0.0007611845661110627,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,4015 Espinoza Extensions Apt. 703,Suite 231
665,3,0,2,0,1,4,3,4,0.0,0.9381309971108981,0.0037292939637350343,1.0,0.0,0.012932439868085644,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,908 Walters Stravenue Apt. 433,Suite 027
666,3,0,0,0,1,2,1,1,0.9706585463330278,0.9517289571932892,0.012312715314554346,0.0,0.0,0.007594952765622854,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26050 Morris Parkway Apt. 883,Apt. 601
667,3,0,1,3,4,0,2,1,0.9547412366316581,0.9895673000323764,0.015648145421660545,0.0,0.996047560805891,1.0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,08323 Gregory Estates,Apt. 741
668,0,0,2,2,2,1,0,1,0.9245305887124928,0.028521683014173606,1.0,0.0,0.9015256459960804,0.016210531754820554,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6006 Young Road,Apt. 186
669,3,2,2,0,1,2,3,2,0.9697295404445598,0.0,0.008292356027487166,0.9683880530415876,0.04053401687756699,0.004191710119398677,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,58196 Bond Fort,Suite 269
670,0,0,2,2,2,0,1,1,1.0,0.0,1.0,0.0,0.9216331517710558,0.015745933307929467,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,40281 Gutierrez Freeway,Suite 123
671,0,0,0,0,2,4,1,1,0.9005974294686135,0.9794304937327982,0.02216858942305626,0.0,0.01548551291839158,0.008322362692136662,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,199 Patricia Locks,Apt. 259
672,3,0,0,0,4,0,2,2,0.05186249483591253,0.9668779992772081,1.0,0.9503935305444364,0.0,0.0036313939472103827,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,44687 Schneider Estate Suite 097,Suite 956
673,0,0,0,0,0,2,1,0,0.03905487730694333,0.0,0.014529930534907448,0.9395435154197591,0.0020294827800967545,0.007195441742357897,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,9010 Anthony Trafficway Apt. 664,Suite 858
674,0,0,0,3,1,4,2,0,1.0,0.0,1.0,0.9330883057777203,0.0,0.010573445904273171,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,65959 Christopher Crossroad Suite 877,Apt. 429
675,0,2,1,0,0,4,2,2,0.0,0.0,0.007879844656851483,0.9423821846834403,0.0,0.005379183041842588,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,988 Porter Terrace Suite 541,Suite 981
676,3,0,0,1,0,2,1,1,0.9465568889133527,0.9988145173274325,0.021512392129133483,0.9433986649448722,0.9544929558418924,0.008888125411870665,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,991 Diaz Pine Suite 523,Suite 882
677,0,0,0,3,0,0,1,0,1.0,1.0,0.011279311636184428,1.0,1.0,0.00758635333024923,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,62923 Nelson Dale,Suite 545
678,0,0,2,2,2,0,1,1,0.0,0.9350043714501044,1.0,0.0,0.9081828722149292,0.007983833255591913,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,077 Robert Pine Apt. 666,Apt. 906
679,3,0,2,1,4,0,2,2,0.9519617256704146,0.9814004322388581,1.0,0.031682523007587275,0.9501042025705037,0.01682664195084269,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,719 Kennedy Wall,Apt. 946
680,0,0,2,2,4,0,1,1,1.0,0.9723047670160573,0.013617338312048938,0.0,0.0044216035375900095,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,8323 Stone Cliff Apt. 256,Suite 996
681,0,2,2,1,4,4,1,4,1.0,0.0,0.0006867967972951673,0.9543637218045855,0.0,0.016938727935866444,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,96427 Robert Springs,Apt. 646
682,3,1,0,2,1,1,1,2,0.020521666661336625,0.0,0.0,0.9117336364813515,0.9254135096179357,0.007161510459421108,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,9529 Banks Views,Suite 569
683,0,0,1,2,4,4,1,2,0.9395370272193526,0.0,0.0,0.0,0.0231890092270613,0.0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,69379 Anthony Estate Apt. 289,Suite 392
684,3,0,2,1,1,0,1,0,0.9569822928748805,0.0,0.01315607062948981,0.0,0.9838567458159605,0.007902170813768102,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,643 Nash Estate Suite 558,Suite 624
685,0,0,1,1,4,0,2,2,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2079 Nguyen Mill Suite 463,Suite 480
686,3,1,2,2,0,0,1,3,1.0,0.9634744954157319,1.0,0.0,0.03557528611037604,0.00948937976134261,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,16284 Tammy Inlet,Apt. 997
687,3,0,1,2,1,4,1,2,0.0,1.0,0.022032989251225085,0.9137318871659603,1.0,0.00702928949027462,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,629 Deborah Corners Suite 855,Apt. 956
688,0,0,0,3,0,2,1,1,1.0,0.0,0.01284949395190057,0.9496277536188431,0.9144721412369605,0.02280533715218469,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,69815 Smith Plaza Suite 164,Suite 920
689,3,0,1,3,4,2,1,0,0.9665991081466989,0.930320699269622,1.0,0.9339191394293698,0.0,0.01335775563631659,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,6792 Burgess Roads,Suite 591
690,0,0,2,1,1,3,3,1,0.0,0.0,0.019435333468625696,0.9889905509714036,0.0,0.010518589805545391,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,9462 Jay Stravenue Apt. 671,Suite 721
691,0,0,2,3,1,2,3,2,0.0,0.0,0.013191519829192042,0.006427670732804722,0.9590499539726003,0.0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,596 Jennifer Coves,Apt. 791
692,0,0,2,3,0,2,1,1,0.04876871517853316,0.0,1.0,0.9300511045065418,0.8899655671251353,0.01231570438865947,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,178 Amanda Crest,Suite 394
693,0,0,0,0,0,2,1,2,1.0,0.930485878561433,0.005785039005447033,0.9581963557926392,0.8920909832200529,0.007164702695746991,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,10527 Young Pass Apt. 536,Apt. 646
694,0,0,0,1,2,4,2,1,0.0,0.0,0.021642030969719766,0.9264475334908966,0.9285489413302769,0.011196156631972265,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,840 Griffin Shore,Suite 269
695,2,0,0,1,0,2,0,0,1.0,0.9885535219371436,0.019387204105977558,0.9121009704283354,0.02808987362425299,0.014019796260873385,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,55784 Marissa Port Suite 351,Suite 683
696,3,0,0,3,1,0,2,1,1.0,0.0,0.018341261442101457,0.0,0.9120059169267065,0.008793364212787647,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,77507 Daniel Park,Suite 249
697,0,0,0,3,0,0,1,2,1.0,0.0,0.018437178609075826,0.9272775727044915,1.0,0.0019574677066779263,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,5612 Patricia Avenue,Suite 953
698,0,0,1,0,0,2,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,406 Gordon Estates Apt. 753,Suite 707
699,0,0,0,2,1,2,1,2,0.9523211493988701,0.0,0.019846250900425848,0.004748858568497606,0.9410130948251816,0.020853308248006377,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,83707 Ward Via Suite 365,Apt. 184
700,3,2,0,0,0,0,1,1,1.0,0.9933989171988791,0.011367289469720864,0.0,0.0,0.01964925279537881,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,7221 Tyler Mills,Apt. 137
701,2,2,1,3,1,4,1,4,0.0,0.0,0.019131645615421234,0.9005097704341044,0.9204246497275705,0.014855635623809071,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,5928 Wade Burg,Apt. 989
702,0,0,0,1,0,0,1,2,0.9352100760627234,0.010248883148431795,1.0,1.0,0.9791768712209752,0.0026421287095744223,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,735 Holly Green Apt. 075,Suite 299
703,3,0,2,2,1,0,1,1,1.0,0.0,1.0,0.0,0.0,0.009640176083237912,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,01350 Mia Stream,Apt. 076
704,0,0,2,2,2,2,1,1,0.0,0.9337181096652124,1.0,0.9779245681845268,0.0,0.0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,18648 Randall Heights,Suite 965
705,2,0,2,1,4,0,3,4,0.9109239601794734,0.9416197738283816,1.0,0.9164856419816433,0.0,0.0037391301346408248,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,288 Justin Junctions Apt. 963,Apt. 975
706,2,3,0,2,0,4,0,2,0.9423538520644099,0.0,0.015399894761155887,0.9989558802014257,0.0,0.0053700409549106536,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,97842 Adams Greens,Suite 731
707,0,0,0,1,0,2,1,1,1.0,0.0,0.0,0.0,0.9143035989671744,0.011151788696520467,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,455 Michael Ports Suite 580,Suite 706
708,2,0,1,3,1,2,3,2,1.0,0.0,0.0,0.005141153105839754,0.8773748715214995,0.017868525788526646,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,48765 Rose Gateway Apt. 314,Suite 880
709,3,3,2,3,0,2,1,0,0.014490260297657839,1.0,0.021609510063363955,0.0,1.0,0.013929400598782867,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,4741 Cruz Lane,Apt. 517
710,0,0,0,2,0,4,1,2,0.98225730355214,0.0,0.010323837904539149,0.9440029933271185,0.9886172585439974,0.014333841631129324,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,526 Herrera Burgs Apt. 988,Apt. 474
711,0,0,1,1,0,2,1,2,0.9797599431462273,0.0,0.01577424571803195,0.0,0.0,0.01826754674413512,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,14699 Allison Vista,Suite 528
712,3,0,0,2,1,4,2,4,1.0,0.014435510063873322,0.016926171652138056,0.934023856699119,0.0,0.017732746284309577,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,23905 Reese Lodge,Apt. 132
713,2,0,0,1,0,4,1,0,1.0,0.9448390223654923,0.018793360181263808,0.0,1.0,0.0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,91501 Robinson Lodge Apt. 267,Apt. 425
714,3,1,2,1,4,0,1,2,0.0,0.9272546845265888,0.016123984741250413,1.0,1.0,0.8807884174970915,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0316 Mcdonald Road Suite 444,Apt. 479
715,3,0,0,3,0,4,2,1,0.0,0.00517584710799502,0.0035431837677520847,0.9217647086898144,0.0,0.0009202574868398604,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,7028 Mark Mountain,Apt. 783
716,0,0,0,1,1,0,2,1,0.9236843908492418,0.0,0.018389313384863295,0.9915793081078778,0.9336330886326661,0.01999998813599256,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,889 Hamilton Park Apt. 650,Suite 237
717,0,0,1,3,1,2,1,1,0.9830388890944065,0.9448755008537479,0.021253194903921184,0.0,0.9447717537978354,0.0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,6351 Turner Path,Apt. 529
718,0,2,2,0,0,4,1,3,1.0,0.0,0.011997326432260093,0.05390714615275889,0.007884475608862341,0.012311170010839334,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,5335 Greer Villages,Apt. 616
719,2,0,0,1,0,2,1,2,0.0,0.0,1.0,1.0,1.0,0.01648781704284958,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,5753 Kayla Island Apt. 826,Suite 928
720,2,0,1,1,2,2,1,1,0.013417382305077248,0.0,1.0,0.045278609906931826,0.9576164814636731,0.005692166360367065,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,17452 Sandra Spur,Suite 235
721,0,0,2,1,1,0,2,1,1.0,1.0,0.0069064922446009855,0.9266126603470249,0.9368292791272176,0.00167181299313157,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0247 Wade Crescent,Suite 328
722,0,0,0,1,4,0,3,1,0.010325784470636005,0.0,0.003504634357014743,0.9539308208827136,0.0,0.0064728931439109565,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,4746 Melissa Pike Suite 117,Apt. 420
723,0,1,1,1,1,2,2,1,1.0,0.0,0.009506961708754336,0.0,0.8576393029240611,0.00935595758986731,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,944 Brenda Cliff Apt. 232,Apt. 304
724,0,0,2,0,4,0,3,2,0.970878173559169,0.0,0.01596804135576689,0.0,1.0,0.005107438022327152,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,906 David Crest,Suite 943
725,2,0,2,1,1,0,1,4,0.01813367414456348,1.0,0.02014916759084131,0.914998576661514,0.0,0.018876585657359175,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,06837 Evans Square Apt. 460,Apt. 420
726,0,0,2,2,1,0,3,1,1.0,0.9539915809705853,0.014856619684527131,0.9438346758010797,0.0,0.010076139555018413,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7164 Kim Mission,Apt. 384
727,0,0,2,2,0,0,2,4,0.027403981227315608,0.0,0.9805975620557881,0.0,0.9720641935147056,0.017924130224143013,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,8852 Sarah Row Apt. 011,Apt. 835
728,3,0,1,0,1,2,2,1,1.0,0.9665750736361302,0.0,0.952554686242159,0.0,1.0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,300 Brittney Junctions,Apt. 157
729,0,1,2,0,0,0,0,1,0.9683111443007308,0.0,0.01128995155742085,0.0,1.0,0.017081173791066162,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,143 Michelle Harbor Suite 944,Apt. 022
730,2,0,2,0,0,2,2,2,1.0,0.0,0.9235594900680534,0.0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,921 Victor Pines Suite 938,Suite 046
731,0,2,1,0,0,2,1,2,0.02981003054090393,0.0,0.019894579125919177,0.9486608546885176,0.0,0.009530088286483584,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,69756 Brittany Plain Suite 229,Apt. 136
732,3,0,2,0,1,0,1,1,0.0,0.0,0.9675568433988805,0.9797408957840561,0.0,0.018523469374904875,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,25075 Christopher Glens Suite 209,Suite 774
733,3,0,0,2,1,0,2,1,0.0011082614188155232,0.0,0.01819345018075312,0.9944945881657039,0.01691924118147202,0.007459331370824881,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,64831 Russell Cliffs Apt. 950,Suite 898
734,0,0,1,1,1,4,2,2,1.0,0.0,0.0,0.0,0.9701358856022225,0.0053265826851891015,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1587 Phillips Crossroad,Apt. 537
735,0,0,1,0,0,0,1,1,0.9883038921328867,0.0,0.010340110502012945,0.0,0.0,0.01395666696159148,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,56061 Manning Meadows,Suite 260
736,0,0,0,1,1,0,1,4,1.0,0.0,0.007051966488009034,0.0,0.8945613374252455,0.016650684053066328,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,37053 Julie Views Suite 882,Apt. 741
737,3,0,2,2,1,2,1,1,0.0,0.0,0.014061502271884315,0.9632056106691624,0.8932010835045111,0.009404863480275421,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,6696 Benjamin River Apt. 508,Apt. 679
738,0,0,0,2,0,0,1,1,0.005286924753545432,0.0,1.0,0.975000068931431,0.9108326398887625,0.0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,099 David View Apt. 037,Suite 382
739,3,0,0,1,4,2,1,1,0.0,0.0,1.0,0.0,0.8704448401114658,0.002424052716145863,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,90891 Mullins Ford,Suite 262
740,3,0,0,1,0,2,1,2,0.9405929686442945,0.0,0.0,0.021993044719083362,0.0,0.014943133805594833,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,70559 Lindsay Haven Suite 323,Apt. 681
741,0,0,2,2,1,4,1,2,0.009560612101546342,0.0,0.021148271223507563,0.9060160076728139,0.983033704663356,0.010249712933818047,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,595 Johnson Land,Apt. 251
742,3,0,0,2,1,2,3,2,0.9169485588270236,0.9460319369719539,1.0,0.0,0.9485597234182905,0.014472117976399135,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,733 Reyes Plaza Suite 805,Apt. 005
743,2,2,0,3,4,2,2,2,1.0,0.0,0.9008214520501211,1.0,0.8801750079930124,0.00813469468136567,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1008 Derek Bypass,Apt. 693
744,3,0,2,0,1,2,1,2,0.02218983182513529,0.9518067373634191,0.012115303712718227,1.0,0.8594202064716483,0.006285544929114341,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,620 Ronald Flat,Apt. 466
745,0,0,2,3,1,2,0,1,0.930250741210041,0.0,0.011163568906170011,0.0,0.0,0.01192562913520672,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0865 Coleman Neck,Suite 505
746,0,0,2,2,2,2,1,4,1.0,0.020879978979328643,0.024982881227885268,0.9255064990092673,0.0,0.01789390199257843,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,8393 Brandi Avenue Apt. 140,Apt. 184
747,0,0,1,1,1,0,2,2,0.0,0.9593981752494357,0.015974948424054197,1.0,0.9718637993093076,0.012377769132214592,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,5440 Acosta Village,Apt. 684
748,3,0,0,0,4,2,3,0,0.0,0.9842294204870721,0.0005416535333887715,0.0,0.8862505960574869,0.006920015134287331,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,4314 Barbara Courts,Suite 925
749,2,2,0,0,1,0,1,1,0.8970370065185327,0.9585881887447572,0.019193997466593272,0.9231057072082797,0.0159401865622698,0.01837045236686983,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,134 Denise Fort,Apt. 039
750,0,0,1,3,2,0,2,1,0.0,1.0,0.015031146878795969,0.9174873250269527,0.0,0.01876286849823793,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,769 Brown Walk,Suite 283
751,0,0,1,1,2,2,0,1,1.0,0.0,1.0,0.0,0.8644600807199835,0.017905365998603963,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,437 Martinez Pass,Suite 238
752,0,0,0,1,1,2,1,0,0.0,0.0,0.013117424443894597,0.9428132868167087,0.0,0.015177702364232153,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,6649 Matthew Streets,Suite 127
753,2,0,0,3,1,2,2,4,0.054098700791050586,0.0,0.009266912243067736,0.0,0.01702940841167682,0.004453851601415125,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,90260 Michael Falls,Apt. 399
754,3,0,2,1,1,4,2,1,0.0,0.9404985925668307,0.01735089563032789,1.0,0.8609631816457282,0.004270781641488248,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,031 Victoria Fall Apt. 601,Apt. 211
755,3,0,0,1,2,2,2,2,0.9795518444215338,0.9751709045550524,1.0,0.9105388210237778,0.031104327481039046,0.007470435516950838,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,66483 Michael Forks Apt. 508,Suite 518
756,3,0,1,1,2,0,3,1,0.5574362546096341,0.9944247059515999,0.0177270257265518,0.0,0.04158299330395827,0.010624319219579575,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,240 Green Summit Suite 637,Suite 561
757,0,0,0,1,1,2,2,4,0.002115639282897234,0.9341703814636457,0.01786387676085962,0.0,0.8893538687518642,0.008755256265648593,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,27024 Lauren Greens Apt. 550,Suite 035
758,0,0,0,3,1,4,2,1,0.9523730618211387,0.9777777199889088,0.010779967031899918,0.9181169074969507,0.9601281926495615,0.016121410984064128,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,3504 Jones Point,Apt. 827
759,3,0,1,0,4,0,1,1,0.034089761627609426,0.9898974837134996,0.003926785642022176,0.9413487047394091,1.0,0.012514025110970666,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,6814 Sarah Parkways Apt. 884,Suite 469
760,0,2,0,0,1,0,3,1,0.0,0.0,0.015482685462310406,0.0,0.023696175130384304,0.0022674735959040543,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,4968 Becker Hills Apt. 106,Apt. 021
761,0,0,2,3,2,0,1,1,0.0,0.0,0.016576066782005915,0.9493999468919763,0.0,0.0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,683 Brown Bridge Apt. 446,Apt. 742
762,0,0,2,1,2,4,1,4,1.0,1.0,1.0,0.9243820333020241,0.8876607955928876,0.012324796037971285,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,52380 Hunt Crossroad Apt. 659,Suite 321
763,3,0,1,2,4,1,1,1,0.892492629386462,0.0,0.012299175183655748,0.9508361940119954,0.9488140553089306,0.009734756994657524,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,942 Hodges Landing,Apt. 481
764,0,0,1,3,0,0,1,2,1.0,0.0,0.9491314576554368,0.9595659573104929,0.03559094555451762,0.01125376283299424,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,12945 Miranda Spurs Suite 230,Apt. 463
765,3,0,2,2,4,0,3,2,0.011708952528339355,0.931256464677285,1.0,0.0,0.8787240027743667,0.012881542943680461,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,16708 Jenkins Bypass,Suite 992
766,0,0,1,1,1,1,1,1,0.04485921495807764,0.0,1.0,0.9283098706797097,0.0,0.0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,2765 Joshua Lock Apt. 447,Apt. 886
767,0,0,2,0,0,4,2,2,0.028079283205297532,0.023532822849305506,0.015119344827695405,0.9295910086137036,0.0,0.007515523887629029,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1641 Young Plaza Suite 091,Apt. 607
768,0,0,2,3,4,4,2,1,0.9943539174223897,0.0,0.0019398382262803351,0.0,0.9926180313984363,0.007123225801754827,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,4890 Tyler Cliff Apt. 079,Suite 371
769,2,0,0,1,1,2,2,1,0.9811590222169805,0.0,1.0,0.9077612007722271,0.0,0.0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,509 Michael Wells,Suite 599
770,0,0,0,1,0,0,1,4,0.9118867901640603,0.9329971053213036,0.010511190993304567,0.9632578142917337,0.0,0.005500527370724085,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,579 Mcmahon Union Suite 305,Suite 705
771,2,2,2,0,4,3,1,2,0.9266494706610541,0.952812441822121,1.0,0.01061814049014449,0.8836405411438821,0.017895149697677564,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,2243 Silva Grove Apt. 620,Apt. 617
772,0,1,2,3,1,0,1,1,0.9867719583088387,0.005498077295403105,0.018383866668156734,0.0,0.8668816982961475,0.005071671310817066,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,87221 Savannah Ridge,Apt. 402
773,3,0,2,1,1,4,0,0,1.0,0.93070849720569,0.005512487229357703,0.9420994939129237,0.8906607241949509,0.011780957585876608,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,506 Coleman Hill Suite 435,Suite 343
774,0,0,2,1,1,4,1,1,1.0,0.981681181614851,1.0,0.918760395862327,0.0,0.0012399152049033884,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,419 Hall Ville,Apt. 542
775,0,0,2,0,1,4,2,1,0.8827098124792754,0.9518730384424795,0.022997675949339737,0.0,0.9714625418120841,0.019805944237696632,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,7617 James Passage Apt. 417,Apt. 913
776,0,1,1,0,1,0,0,1,0.9934955034718985,0.0,1.0,0.9786881426436436,1.0,0.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,02841 Thomas Rapids Apt. 224,Suite 208
777,0,0,2,0,0,0,0,1,0.9583604051547386,0.0,0.007954070593329742,0.0,0.0,0.007600108134283612,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,385 Dawn Pines Suite 860,Apt. 306
778,2,0,2,3,4,0,1,2,0.953718040641184,0.0,0.0007540125338483705,0.0,0.024749804865939706,0.005660405683663519,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,112 Stephanie Crossroad Suite 549,Suite 620
